coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr10:28884661-28884970	NR_024557	unkn	hsa_circ_0008473	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:30315031-30318795	NM_020848	JCAD	hsa_circ_0018069	2	3	0	0	2	2	2	3	0	0	3	0	3	0	0	0
chr10:31165926-31230580	NM_001143769	ZNF438	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:3160973-3162236	NM_002627	PFKP	hsa_circ_0006608	0	15	10	10	0	0	0	15	10	0	15	0	15	10	0	0
chr10:31644072-31647262	NM_001174093	ZEB1	hsa_circ_0004737	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:31644072-31676195	NM_001174093	ZEB1	hsa_circ_0000227	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:31661946-31676195	NM_001174093	ZEB1	hsa_circ_0000228	4	23	11	11	4	4	4	23	11	2	23	2	23	11	2	2
chr10:31661946-31676727	NM_001174093	ZEB1	hsa_circ_0003793	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr10:31661946-31750166	NM_001174093	ZEB1	hsa_circ_0000230	0	12	3	3	0	0	0	12	3	0	12	0	12	3	0	0
chr10:31676052-31750166	NM_001174093	ZEB1	hsa_circ_0018087	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:31749965-31791437	NM_001174093	ZEB1	hsa_circ_0004907	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:3200231-3202522	NM_001242307	PITRM1	hsa_circ_0002498	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:32197099-32199491	NM_001270699	ARHGAP12	hsa_circ_0000231	4	15	26	26	4	4	4	15	26	0	15	0	15	26	0	0
chr10:32309949-32310215	NM_004521	KIF5B	unknown	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr10:32740519-32762951	NM_001026383	CCDC7	unknown	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:32832227-32873232	NM_001026383	CCDC7	hsa_circ_0000233	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr10:34558584-34558827	NM_001184785	PARD3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:34558584-34573173	NM_001184785	PARD3	hsa_circ_0018168	5	12	7	7	5	5	5	12	7	0	12	0	12	7	0	0
chr10:34630554-34649187	NM_001184785	PARD3	hsa_circ_0018175	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:34636892-34673182	NM_001184785	PARD3	hsa_circ_0018178	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35349801-35360267	NM_001198778	CUL2	hsa_circ_0000234	0	6	13	13	0	0	0	6	13	2	6	2	6	13	2	2
chr10:355970-387269	NM_014974	DIP2C	unknown	0	8	0	0	0	0	0	8	0	0	8	0	8	0	0	0
chr10:35683743-35772406	NM_181698	CCNY	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35805450-35814927	NM_181698	CCNY	hsa_circ_0018204	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35805450-35819171	NM_181698	CCNY	hsa_circ_0000235	3	13	4	4	3	3	3	13	4	0	13	0	13	4	0	0
chr10:35805450-35842113	NM_181698	CCNY	hsa_circ_0018206	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35814891-35819171	NM_181698	CCNY	hsa_circ_0018207	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:38064271-38145460	NM_001267607	ZNF248	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:412214-430086	NM_014974	DIP2C	hsa_circ_0002042	0	3	7	7	0	0	0	3	7	0	3	0	3	7	0	0
chr10:43654162-43671480	NM_018590	CSGALNACT2	hsa_circ_0009002	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:45953232-45959775	NM_001002266	MARCH8	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:465004-532470	NM_014974	DIP2C	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:468763-532470	NM_014974	DIP2C	unknown	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:49609654-49618211	NM_001278547	MAPK8	hsa_circ_0002968	3	11	4	4	3	3	3	11	4	0	11	0	11	4	0	0
chr10:50701162-50714058	NM_000124	ERCC6	hsa_circ_0006243	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:518378-532470	NM_014974	DIP2C	hsa_circ_0008655	0	5	3	3	0	0	0	5	3	2	5	2	5	3	2	2
chr10:52220432-52226692	NM_147156	SGMS1	hsa_circ_0018402	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:52279590-52350007	NM_147156	SGMS1	hsa_circ_0018405	0	3	5	5	0	0	0	3	5	0	3	0	3	5	0	0
chr10:530720-532470	NM_014974	DIP2C	hsa_circ_0003023	5	4	4	4	5	5	5	4	4	0	4	0	4	4	0	0
chr10:5751492-5756170	NM_017782	FAM208B	hsa_circ_0003755	0	2	9	9	0	0	0	2	9	0	2	0	2	9	0	0
chr10:5815804-5842668	NM_001115156	GDI2	hsa_circ_0017586	6	9	12	12	6	6	6	9	12	0	9	0	9	12	0	0
chr10:5827104-5842668	NM_001115156	GDI2	hsa_circ_0005379	3	18	7	7	3	3	3	18	7	0	18	0	18	7	0	0
chr10:5827814-5842668	NM_001115156	GDI2	hsa_circ_0003351	0	7	5	5	0	0	0	7	5	0	7	0	7	5	0	0
chr10:5827814-5853919	NM_001115156	GDI2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:5836847-5842668	NM_001115156	GDI2	hsa_circ_0002665	5	23	24	24	5	5	5	23	24	3	23	3	23	24	3	3
chr10:5963220-5969504	NM_001258452	FBXO18	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:59975905-59997575	NM_152230	IPMK	hsa_circ_0004255	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:63705045-63710712	NM_032199	ARID5B	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:65140077-65140242	NM_032776	JMJD1C	hsa_circ_0006743	0	2	5	5	0	0	0	2	5	0	2	0	2	5	0	0
chr10:65213155-65214849	NM_032776	JMJD1C	hsa_circ_0005658	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:69714351-69773943	NM_001278185	HERC4	hsa_circ_0018478	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:69748419-69773943	NM_001278185	HERC4	hsa_circ_0018484	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr10:69785302-69804320	NM_001278185	HERC4	hsa_circ_0007113	0	2	8	8	0	0	0	2	8	0	2	0	2	8	0	0
chr10:69797849-69804320	NM_001278185	HERC4	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70096955-70101608	NM_012207	HNRNPH3	hsa_circ_0018500	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70143554-70154208	NR_103475	RUFY2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70181981-70182647	NM_001080449	DNA2	hsa_circ_0018513	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:70190192-70190417	NM_001080449	DNA2	unknown	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr10:70196767-70229920	NM_001080449	DNA2	hsa_circ_0018524	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:70204677-70206170	NM_001080449	DNA2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70206052-70225569	NM_001080449	DNA2	hsa_circ_0018525	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70209784-70229920	NM_001080449	DNA2	hsa_circ_0018526	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:70218860-70229920	NM_001080449	DNA2	hsa_circ_0009172	7	22	15	15	7	7	7	22	15	2	22	2	22	15	2	2
chr10:70227879-70229920	NM_001080449	DNA2	hsa_circ_0006151	5	23	22	22	5	5	5	23	22	2	23	2	23	22	2	2
chr10:70246900-70253327	NM_152707	SLC25A16	hsa_circ_0003459	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:70246900-70263452	NM_152707	SLC25A16	hsa_circ_0002624	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70246900-70266475	NM_152707	SLC25A16	hsa_circ_0007778	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:70496632-70496805	NM_018237	CCAR1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70497601-70502326	NM_018237	CCAR1	hsa_circ_0006272	0	4	10	10	0	0	0	4	10	0	4	0	4	10	0	0
chr10:70506917-70507323	NM_018237	CCAR1	hsa_circ_0018553	0	4	5	5	0	0	0	4	5	0	4	0	4	5	0	0
chr10:70507130-70507323	NM_018237	CCAR1	hsa_circ_0003444	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:70514470-70517134	NM_018237	CCAR1	hsa_circ_0018557	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:70545892-70546449	NM_018237	CCAR1	hsa_circ_0002371	0	8	3	3	0	0	0	8	3	0	8	0	8	3	0	0
chr10:70547683-70548085	NM_018237	CCAR1	hsa_circ_0002681	2	19	12	12	2	2	2	19	12	0	19	0	19	12	0	0
chr10:70719561-70720005	NM_004728	DDX21	hsa_circ_0008865	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr10:70723046-70730106	NM_004728	DDX21	hsa_circ_0018571	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:70725132-70726959	NM_004728	DDX21	hsa_circ_0018575	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70945742-70947512	NM_003171	SUPV3L1	hsa_circ_0018600	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:70945742-70958953	NM_003171	SUPV3L1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:71981339-71982408	NM_021129	PPA1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:72292376-72294599	NM_014431	PALD1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:7239509-7247890	NM_001018039	SFMBT2	hsa_circ_0017617	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:72604229-72619256	NM_003901	SGPL1	hsa_circ_0004977	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:7262372-7269899	NM_001018039	SFMBT2	hsa_circ_0017625	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:7262372-7318951	NM_001018039	SFMBT2	hsa_circ_0017627	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr10:7262372-7325921	NM_001018039	SFMBT2	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:7262372-7327916	NM_001018039	SFMBT2	hsa_circ_0017628	0	17	9	9	0	0	0	17	9	0	17	0	17	9	0	0
chr10:7269816-7327916	NM_001018039	SFMBT2	hsa_circ_0017632	0	4	5	5	0	0	0	4	5	0	4	0	4	5	0	0
chr10:7285519-7327916	NM_001018039	SFMBT2	hsa_circ_0017636	6	39	31	31	6	6	6	39	31	4	39	4	39	31	4	4
chr10:7290509-7318951	NM_001018039	SFMBT2	hsa_circ_0017638	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:7290509-7327916	NM_001018039	SFMBT2	hsa_circ_0017639	0	9	9	9	0	0	0	9	9	0	9	0	9	9	0	0
chr10:7318853-7327916	NM_001018039	SFMBT2	hsa_circ_0000211	4	54	48	48	4	4	4	54	48	2	54	2	54	48	2	2
chr10:7325865-7327916	NM_001018039	SFMBT2	hsa_circ_0017643	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:73956568-73963282	NM_001198798	ASCC1	hsa_circ_0018736	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:73963184-73973089	NM_001198798	ASCC1	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:73983645-73990198	NM_001242546	ANAPC16	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:7405839-7423911	NM_001018039	SFMBT2	hsa_circ_0000212	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:7409610-7412337	NM_001018039	SFMBT2	hsa_circ_0017647	0	6	3	3	0	0	0	6	3	0	6	0	6	3	0	0
chr10:7409610-7423911	NM_001018039	SFMBT2	hsa_circ_0017648	2	12	5	5	2	2	2	12	5	0	12	0	12	5	0	0
chr10:74100546-74100928	NM_001002762	DNAJB12	hsa_circ_0008662	3	5	12	12	3	3	3	5	12	0	5	0	5	12	0	0
chr10:7412242-7423911	NM_001018039	SFMBT2	hsa_circ_0017649	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:74468040-74475660	NM_001270679	MCU	hsa_circ_0000246	3	4	18	18	3	3	3	4	18	0	4	0	4	18	0	0
chr10:74474868-74475660	NM_001270679	MCU	hsa_circ_0000247	0	4	15	15	0	0	0	4	15	3	4	3	4	15	3	3
chr10:74790028-74806859	NM_000917	P4HA1	hsa_circ_0007093	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:74828603-74834673	NM_000917	P4HA1	unknown	0	2	0	0	0	0	0	2	0	2	2	2	2	0	2	2
chr10:74908033-74916413	NM_001135752	ECD	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:75142932-75143448	NM_001156	ANXA7	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:75156276-75160615	NM_001156	ANXA7	hsa_circ_0006276	2	3	5	5	2	2	2	3	5	0	3	0	3	5	0	0
chr10:75579289-75583842	NM_001204492	CAMK2G	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:75830427-75849956	NM_003373	VCL	hsa_circ_0018883	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:76027322-76095721	NM_001202450	ADK	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:76074424-76158337	NM_001202450	ADK	hsa_circ_0018894	3	4	6	6	3	3	3	4	6	0	4	0	4	6	0	0
chr10:76153898-76158337	NM_001202450	ADK	hsa_circ_0009121	0	4	4	4	0	0	0	4	4	0	4	0	4	4	0	0
chr10:76598440-76603236	NM_001256468	KAT6B	hsa_circ_0005164	5	11	11	11	5	5	5	11	11	0	11	0	11	11	0	0
chr10:76602357-76603236	NM_001256468	KAT6B	hsa_circ_0005235	7	4	6	6	7	7	7	4	6	0	4	0	4	6	0	0
chr10:76910271-76910864	NM_001174156	SAMD8	hsa_circ_0006148	2	2	2	2	2	2	2	2	2	0	2	0	2	2	0	0
chr10:7839009-7844817	NM_001001973	ATP5F1C	hsa_circ_0007292	8	30	34	34	8	8	8	30	34	6	30	6	30	34	6	6
chr10:79741911-79744056	NM_007055	POLR3A	hsa_circ_0007310	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	2
chr10:79761954-79767624	NM_007055	POLR3A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:80008595-80010208	NR_038985	LINC00595	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:81070680-81070941	NM_020338	ZMIZ1	hsa_circ_0004900	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:82228302-82249070	NM_001128309	TSPAN14	hsa_circ_0009033	0	2	6	6	0	0	0	2	6	0	2	0	2	6	0	0
chr10:82266983-82269227	NM_001128309	TSPAN14	hsa_circ_0008856	0	6	4	4	0	0	0	6	4	0	6	0	6	4	0	0
chr10:82329912-82348533	NM_207372	SH2D4B	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:82363334-82369307	NM_207372	SH2D4B	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:83661901-83667876	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:83795851-83797473	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:83795851-83803397	NM_001010848	NRG3	unknown	0	12	4	4	0	0	0	12	4	0	12	0	12	4	0	0
chr10:83797358-83828787	NM_001010848	NRG3	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:83797358-83878567	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:83992497-84006695	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:84162222-84167000	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:84162796-84167000	NM_001010848	NRG3	unknown	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:84162796-84179652	NM_001010848	NRG3	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:84498332-84503295	NM_001010848	NRG3	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:86177526-86185649	NM_018999	CCSER2	hsa_circ_0006956	3	8	16	16	3	3	3	8	16	0	8	0	8	16	0	0
chr10:86177526-86198463	NM_018999	CCSER2	hsa_circ_0003018	0	4	5	5	0	0	0	4	5	0	4	0	4	5	0	0
chr10:86177526-86237420	NM_018999	CCSER2	hsa_circ_0018996	3	2	0	0	3	3	3	2	0	0	2	0	2	0	0	0
chr10:88203031-88206206	NM_015045	WAPL	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:88218745-88233730	NM_015045	WAPL	unknown	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:88231964-88233730	NM_015045	WAPL	hsa_circ_0005828	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:89633585-89638780	NM_000314	PTEN	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:89635161-89638780	NM_000314	PTEN	hsa_circ_0003058	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:89635161-89640195	NM_000314	PTEN	unknown	2	6	3	3	2	2	2	6	3	0	6	0	6	3	0	0
chr10:89635161-89645669	NM_000314	PTEN	unknown	0	2	0	0	0	0	0	2	0	2	2	2	2	0	2	2
chr10:89635164-89640195	NM_000314	PTEN	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:909682-910210	NM_015155	LARP4B	hsa_circ_0017412	0	6	6	6	0	0	0	6	6	0	6	0	6	6	0	0
chr10:909682-931700	NM_015155	LARP4B	hsa_circ_0005772	3	3	4	4	3	3	3	3	4	0	3	0	3	4	0	0
chr10:909682-936769	NM_015155	LARP4B	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:930386-936769	NM_015155	LARP4B	hsa_circ_0004995	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:93185037-93221941	NR_024467	unkn	hsa_circ_0007168	3	2	6	6	3	3	3	2	6	0	2	0	2	6	0	0
chr10:93609268-93611093	NM_025235	TNKS2	unknown	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr10:93699708-93702325	NM_003972	BTAF1	hsa_circ_0019120	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:93711159-93713630	NM_003972	BTAF1	hsa_circ_0019122	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr10:93754291-93768032	NM_003972	BTAF1	hsa_circ_0008148	0	7	4	4	0	0	0	7	4	3	7	3	7	4	3	3
chr10:93756125-93757508	NM_003972	BTAF1	hsa_circ_0003584	0	8	3	3	0	0	0	8	3	0	8	0	8	3	0	0
chr10:93756125-93768032	NM_003972	BTAF1	hsa_circ_0007578	2	6	7	7	2	2	2	6	7	0	6	0	6	7	0	0
chr10:93768797-93768965	NM_003972	BTAF1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:93902785-93904869	NM_001178137	CPEB3	hsa_circ_0002435	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:93902785-93940776	NM_001178137	CPEB3	hsa_circ_0019146	0	3	7	7	0	0	0	3	7	0	3	0	3	7	0	0
chr10:94234597-94235751	NM_001165946	IDE	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:94291504-94297307	NM_004969	IDE	hsa_circ_0000251	2	3	7	7	2	2	2	3	7	0	3	0	3	7	0	0
chr10:94407968-94410274	NM_004523	KIF11	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:94409591-94410274	NM_004523	KIF11	unknown	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:94632915-94679807	NM_001013848	EXOC6	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:94653105-94659401	NM_001013848	EXOC6	hsa_circ_0019170	0	5	4	4	0	0	0	5	4	0	5	0	5	4	0	0
chr10:94653105-94679807	NM_001013848	EXOC6	hsa_circ_0019172	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:95275161-95279564	NM_001127182	CEP55	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:96116291-96117972	NM_022451	NOC3L	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:97380787-97402963	NM_001017423	ALDH18A1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:97385118-97402963	NM_001017423	ALDH18A1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:97599447-97607463	NM_001098175	ENTPD1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:97681772-97687089	NR_038444	ENTPD1-AS1	unknown	0	4	5	5	0	0	0	4	5	0	4	0	4	5	0	0
chr10:97969593-97976490	NM_001258440	BLNK	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:97969593-97990590	NM_001258440	BLNK	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:98078108-98082485	NM_001017520	DNTT	unknown	5	8	9	9	5	5	5	8	9	0	8	0	8	9	0	0
chr10:98303832-98336586	NM_020123	TM9SF3	unknown	3	3	0	0	3	3	3	3	0	2	3	2	3	0	2	2
chr10:98376395-98388250	NM_152309	PIK3AP1	unknown	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr10:98383228-98405419	NM_152309	PIK3AP1	hsa_circ_0019308	0	4	9	9	0	0	0	4	9	2	4	2	4	9	2	2
chr10:98411004-98416691	NM_152309	PIK3AP1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:98469323-98469740	NM_152309	PIK3AP1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:98667021-98667504	NM_001170765	LCOR	hsa_circ_0007707	0	13	0	0	0	0	0	13	0	0	13	0	13	0	0	0
chr10:98703869-98711953	NM_001170765	LCOR	hsa_circ_0008102	0	10	4	4	0	0	0	10	4	0	10	0	10	4	0	0
chr10:98988903-99025882	NR_037909	ARHGAP19-SLIT1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:98989520-99019385	NR_037909	ARHGAP19-SLIT1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:99003724-99025882	NR_037909	ARHGAP19-SLIT1	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:99016074-99019385	NR_037909	ARHGAP19-SLIT1	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:99016074-99025882	NR_037909	ARHGAP19-SLIT1	unknown	2	4	4	4	2	2	2	4	4	0	4	0	4	4	0	0
chr10:99150179-99153517	NM_001145114	RRP12	unknown	0	2	0	0	0	0	0	2	0	2	2	2	2	0	2	2
chr10:99196173-99197507	NM_016046	EXOSC1	hsa_circ_0005887	4	6	7	7	4	4	4	6	7	2	6	2	6	7	2	2
chr10:99196947-99197507	NM_016046	EXOSC1	hsa_circ_0004896	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr10:99196947-99198460	NM_016046	EXOSC1	hsa_circ_0005097	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:99236439-99238146	NM_022362	MMS19	hsa_circ_0006520	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr10:99915849-99923154	NM_001256619	R3HCC1L	hsa_circ_0004419	0	2	5	5	0	0	0	2	5	0	2	0	2	5	0	0
chr10:99934205-99946320	NM_001256619	R3HCC1L	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:100515464-100535241	NM_033055	MFSD14A	hsa_circ_0000096	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr1:100819317-100856380	NM_033313	CDC14A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:100856287-100908552	NM_033313	CDC14A	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:100889777-100908552	NM_033313	CDC14A	hsa_circ_0000097	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:100960373-100964818	NM_033312	CDC14A	hsa_circ_0013330	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:101372108-101387397	NM_001144884	SLC30A7	unknown	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:101372407-101387397	NM_001144884	SLC30A7	hsa_circ_0000098	0	4	6	6	0	0	0	4	6	0	4	0	4	6	0	0
chr1:10155518-10165802	NM_001105562	UBE4B	hsa_circ_0005199	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr1:104116329-104161730	NM_020978	AMY2B	unknown	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr1:10420986-10425706	NM_015074	KIF1B	hsa_circ_0009713	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:10420986-10435431	NM_015074	KIF1B	hsa_circ_0009715	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:10463127-10464336	NM_002631	PGD	unknown	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr1:10493898-10502498	NM_199294	CENPS	hsa_circ_0000015	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr1:10500403-10502498	NM_199294	CENPS	hsa_circ_0006905	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr1:10527246-10529395	NM_004401	DFFA	hsa_circ_0008936	3	2	4	4	3	3	3	2	4	0	2	0	2	4	0	0
chr1:108185240-108247683	NM_001079874	VAV3	unknown	0	5	5	5	0	0	0	5	5	0	5	0	5	5	0	0
chr1:108226109-108247683	NM_001079874	VAV3	unknown	2	11	20	20	2	2	2	11	20	0	11	0	11	20	0	0
chr1:108690900-108703915	NM_213651	SLC25A24	hsa_circ_0004270	4	9	8	8	4	4	4	9	8	0	9	0	9	8	0	0
